timestamp	0::5::pos	0::3::pos	0::2::pos	0::47::pos	0::50::pos	0::23::pos	0::32::pos	0::8::pos	0::27::pos	0::49::pos	0::45::pos	0::5::ori	0::3::ori	0::2::ori	0::47::ori	0::50::ori	0::23::ori	0::32::ori	0::8::ori	0::27::ori	0::49::ori	0::45::ori
2024-10-15 19:24:27.961	[0.2626006603240967, -1.0034326314926147, 1.4919718503952026]	[0.2623048424720764, -1.022354245185852, 1.1215327978134155]	[0.2806093096733093, -1.0232269763946533, 0.8820986151695251]	[0.28729748725891113, -0.8971689343452454, 0.10375159978866577]	[0.21132990717887878, -1.2200708389282227, 0.1574721336364746]	[0.4807628095149994, -0.6582099795341492, 1.1076135635375977]	[0.619669497013092, -1.1215418577194214, 1.0903834104537964]	[0.15716679394245148, -0.7799672484397888, 1.0592577457427979]	[0.3364354074001312, -1.2632354497909546, 1.0656771659851074]	[0.306835800409317, -1.150123119354248, 0.5078388452529907]	[0.2563330829143524, -0.9075950980186462, 0.5030363202095032]	[0.0076332492753863335, 0.09869550168514252, 0.796535849571228, 0.5964323282241821]	[-0.03960004448890686, -0.030214540660381317, 0.7949355840682983, 0.604645848274231]	[-0.031079018488526344, -0.022183766588568687, 0.7847620248794556, 0.6186199188232422]	[-0.02956181764602661, 0.019543806090950966, 0.7010816931724548, 0.712199866771698]	[-0.021057944744825363, -0.04177252575755119, 0.8619723320007324, 0.5047925114631653]	[-0.22922459244728088, -0.16468611359596252, 0.1364976167678833, 0.9495804905891418]	[0.14118996262550354, -0.0018758707446977496, -0.9598769545555115, 0.2422771155834198]	[-0.09224961698055267, -0.06904055178165436, 0.11457504332065582, 0.986709713935852]	[0.026121288537979126, -0.11859014630317688, 0.9789377450942993, -0.16411927342414856]	[0.042962606996297836, 0.15640412271022797, 0.7730860710144043, 0.6132128834724426]	[0.129168301820755, 0.07812465727329254, 0.7632191777229309, 0.6282584071159363]
2024-10-15 19:24:27.973	[0.26276618242263794, -1.0033756494522095, 1.4919323921203613]	[0.2624600827693939, -1.0222941637039185, 1.1215026378631592]	[0.28077101707458496, -1.0231796503067017, 0.8820721507072449]	[0.2873104512691498, -0.8971720337867737, 0.10373145341873169]	[0.21133452653884888, -1.2200597524642944, 0.157474547624588]	[0.4810684025287628, -0.6582101583480835, 1.1075912714004517]	[0.6197392344474792, -1.1215225458145142, 1.090354323387146]	[0.15744832158088684, -0.7798784971237183, 1.0592234134674072]	[0.33646532893180847, -1.2631300687789917, 1.0656204223632812]	[0.30691275000572205, -1.1501057147979736, 0.5078203082084656]	[0.25643113255500793, -0.9075818657875061, 0.5030088424682617]	[0.007681526709347963, 0.09880386292934418, 0.7964190244674683, 0.5965697765350342]	[-0.03962266072630882, -0.03021261841058731, 0.7948238253593445, 0.6047911643981934]	[-0.031103450804948807, -0.02217583730816841, 0.7846773266792297, 0.618726372718811]	[-0.02951221726834774, 0.019480206072330475, 0.7010616064071655, 0.7122234106063843]	[-0.021088089793920517, -0.04174421727657318, 0.8619598746299744, 0.5048146843910217]	[-0.2293831706047058, -0.1647975891828537, 0.1364012062549591, 0.9495366215705872]	[0.14112840592861176, -0.0017584669403731823, -0.9599085450172424, 0.24218876659870148]	[-0.09242129325866699, -0.06904692947864532, 0.11439927667379379, 0.9867135286331177]	[0.02608281373977661, -0.11875919252634048, 0.978943407535553, -0.16396871209144592]	[0.043022047728300095, 0.15647847950458527, 0.7730218172073364, 0.6132706999778748]	[0.1292322725057602, 0.07822627574205399, 0.7631276845932007, 0.6283437609672546]
2024-10-15 19:24:27.985	[0.2631039619445801, -1.0032329559326172, 1.4918745756149292]	[0.2628452181816101, -1.0221552848815918, 1.121515154838562]	[0.2811025083065033, -1.0230923891067505, 0.8820694088935852]	[0.2873290777206421, -0.8971800208091736, 0.1037120372056961]	[0.2113523781299591, -1.220035195350647, 0.1574876308441162]	[0.4816730320453644, -0.6581739783287048, 1.1075268983840942]	[0.6198155283927917, -1.121506690979004, 1.090339183807373]	[0.15802156925201416, -0.7797265648841858, 1.0591533184051514]	[0.33652010560035706, -1.2629027366638184, 1.0655288696289062]	[0.3069988489151001, -1.1500798463821411, 0.5078145265579224]	[0.2565409541130066, -0.9075761437416077, 0.5029960870742798]	[0.0077345469035208225, 0.09889855235815048, 0.7961663007736206, 0.5968906879425049]	[-0.0397445447742939, -0.030238665640354156, 0.7946079969406128, 0.6050654649734497]	[-0.03107515536248684, -0.02202874794602394, 0.7845214009284973, 0.6189308762550354]	[-0.029492521658539772, 0.01949613355100155, 0.7011098265647888, 0.7121763229370117]	[-0.021123141050338745, -0.041654229164123535, 0.861996054649353, 0.504758894443512]	[-0.22946883738040924, -0.16485679149627686, 0.13632726669311523, 0.9495163559913635]	[0.1410697102546692, -0.0015102768084034324, -0.9599633812904358, 0.24200712144374847]	[-0.09251188486814499, -0.06903284043073654, 0.11417356878519058, 0.9867321848869324]	[0.026068493723869324, -0.11928226798772812, 0.9789304137229919, -0.16366896033287048]	[0.04308847337961197, 0.15654173493385315, 0.7729870080947876, 0.6132937669754028]	[0.12928764522075653, 0.07834155857563019, 0.7630663514137268, 0.6283925771713257]
2024-10-15 19:24:27.996	[0.26325809955596924, -1.0031683444976807, 1.4918558597564697]	[0.26301369071006775, -1.0220838785171509, 1.121495246887207]	[0.28125154972076416, -1.0230488777160645, 0.8820552825927734]	[0.2873474955558777, -0.897201418876648, 0.10370536148548126]	[0.211372509598732, -1.2199997901916504, 0.1575116515159607]	[0.48200535774230957, -0.6581679582595825, 1.1074737310409546]	[0.6199683547019958, -1.1214600801467896, 1.0903124809265137]	[0.15831314027309418, -0.779604971408844, 1.0591249465942383]	[0.33655688166618347, -1.2627748250961304, 1.0654535293579102]	[0.30712661147117615, -1.150046706199646, 0.5078095197677612]	[0.25668764114379883, -0.9075633883476257, 0.5029752254486084]	[0.007805787958204746, 0.09893309324979782, 0.7960410714149475, 0.5970511436462402]	[-0.03979005664587021, -0.030247414484620094, 0.7944971919059753, 0.6052074432373047]	[-0.03107725828886032, -0.02196294069290161, 0.7844417691230774, 0.6190338730812073]	[-0.029406461864709854, 0.01956542581319809, 0.701083242893219, 0.7122041583061218]	[-0.021045498549938202, -0.04149851202964783, 0.8619973659515381, 0.5047727823257446]	[-0.2295217216014862, -0.16477571427822113, 0.13625238835811615, 0.9495283365249634]	[0.14105799794197083, -0.0011461955728009343, -0.960038959980011, 0.24171604216098785]	[-0.09254579991102219, -0.06899573653936386, 0.11396636813879013, 0.9867555499076843]	[0.026004720479249954, -0.11949560046195984, 0.9789325594902039, -0.1635107845067978]	[0.04318297654390335, 0.15664078295230865, 0.7728782296180725, 0.6133988499641418]	[0.12937943637371063, 0.07850311696529388, 0.7629043459892273, 0.628550112247467]
2024-10-15 19:24:28.007	[0.26352986693382263, -1.0030195713043213, 1.4918150901794434]	[0.26334452629089355, -1.0219411849975586, 1.1214784383773804]	[0.28156521916389465, -1.0229580402374268, 0.8820457458496094]	[0.28738775849342346, -0.8972249031066895, 0.10368211567401886]	[0.21142029762268066, -1.219991683959961, 0.15755516290664673]	[0.4827081263065338, -0.6582434177398682, 1.1073788404464722]	[0.6201611757278442, -1.1214038133621216, 1.0902957916259766]	[0.15887469053268433, -0.7793488502502441, 1.0590887069702148]	[0.33663493394851685, -1.2624799013137817, 1.065327525138855]	[0.3072846233844757, -1.1500132083892822, 0.5078178644180298]	[0.25686395168304443, -0.9075564742088318, 0.5029639005661011]	[0.007987266406416893, 0.09894909709692001, 0.7958046793937683, 0.5973612070083618]	[-0.03991515561938286, -0.03024517185986042, 0.7942846417427063, 0.6054782271385193]	[-0.03111189976334572, -0.02186421863734722, 0.7842934727668762, 0.6192235946655273]	[-0.02914327010512352, 0.0196234118193388, 0.7011183500289917, 0.7121788263320923]	[-0.020913487300276756, -0.04129129275679588, 0.8620476722717285, 0.5047092437744141]	[-0.22967511415481567, -0.16435332596302032, 0.13579319417476654, 0.9496302008628845]	[0.14110146462917328, -0.0009575930307619274, -0.9601399898529053, 0.24128971993923187]	[-0.09259278327226639, -0.06895903497934341, 0.11347199231386185, 0.9868106842041016]	[0.025841761380434036, -0.11979422718286514, 0.9789626598358154, -0.1631373167037964]	[0.04326827451586723, 0.15676917135715485, 0.7728108763694763, 0.6134451031684875]	[0.12944966554641724, 0.07869037240743637, 0.7627823352813721, 0.628660261631012]
2024-10-15 19:24:28.017	[0.26366257667541504, -1.0029340982437134, 1.4918054342269897]	[0.2635040283203125, -1.0218623876571655, 1.121457576751709]	[0.2817251682281494, -1.0229110717773438, 0.8820270299911499]	[0.28739577531814575, -0.8972327709197998, 0.10365308821201324]	[0.21142351627349854, -1.2199771404266357, 0.15756714344024658]	[0.4830828011035919, -0.6582716107368469, 1.1073246002197266]	[0.6202576160430908, -1.1213635206222534, 1.0902835130691528]	[0.15917177498340607, -0.7792036533355713, 1.0590593814849854]	[0.3366794288158417, -1.2623332738876343, 1.0652782917022705]	[0.30736419558525085, -1.1499978303909302, 0.5078087449073792]	[0.2569476068019867, -0.9075480699539185, 0.5029401183128357]	[0.008123024366796017, 0.09889634698629379, 0.7956767082214355, 0.5975384712219238]	[-0.03998202458024025, -0.030228516086935997, 0.7941803336143494, 0.6056115627288818]	[-0.03115115500986576, -0.021817021071910858, 0.7842080593109131, 0.6193313598632812]	[-0.02903275564312935, 0.019631683826446533, 0.7010866403579712, 0.7122144103050232]	[-0.020879322662949562, -0.04124124348163605, 0.8620399236679077, 0.5047280788421631]	[-0.22979168593883514, -0.16412250697612762, 0.13550043106079102, 0.9496837854385376]	[0.14110150933265686, -0.0008427202701568604, -0.960189938545227, 0.2410915493965149]	[-0.09264791011810303, -0.06896114349365234, 0.11322826147079468, 0.986833393573761]	[0.025798838585615158, -0.11995304375886917, 0.9789718389511108, -0.1629716008901596]	[0.04333179071545601, 0.15684247016906738, 0.7727271914482117, 0.6135271787643433]	[0.12950360774993896, 0.07877643406391144, 0.7626867890357971, 0.6287543773651123]
2024-10-15 19:24:28.028	[0.2639312744140625, -1.0027544498443604, 1.4917988777160645]	[0.26382964849472046, -1.0216938257217407, 1.1214243173599243]	[0.2820420265197754, -1.0228067636489868, 0.8820009827613831]	[0.28739967942237854, -0.8972529768943787, 0.10363796353340149]	[0.21144108474254608, -1.219947338104248, 0.15757149457931519]	[0.4837588965892792, -0.6582667827606201, 1.107225775718689]	[0.6204632520675659, -1.121261715888977, 1.0902923345565796]	[0.1597481369972229, -0.7789434194564819, 1.0590053796768188]	[0.33679744601249695, -1.2620381116867065, 1.0652105808258057]	[0.30743876099586487, -1.149973750114441, 0.5077986717224121]	[0.25703585147857666, -0.9075350165367126, 0.5029170513153076]	[0.00838041864335537, 0.09870342165231705, 0.7954879403114319, 0.5978179574012756]	[-0.040110405534505844, -0.030196789652109146, 0.79399573802948, 0.6058467030525208]	[-0.03121524304151535, -0.02170916087925434, 0.7840545773506165, 0.619526207447052]	[-0.029000727459788322, 0.01965443417429924, 0.7010409235954285, 0.7122600078582764]	[-0.020888160914182663, -0.0411238819360733, 0.8620415925979614, 0.5047343969345093]	[-0.23009556531906128, -0.1638498157262802, 0.13523726165294647, 0.9496947526931763]	[0.1412423551082611, -0.000822631292976439, -0.9602532386779785, 0.24075642228126526]	[-0.09287548065185547, -0.06897926330566406, 0.11278892308473587, 0.9868611097335815]	[0.025663670152425766, -0.1200261041522026, 0.9790183901786804, -0.16265954077243805]	[0.04338330030441284, 0.15689057111740112, 0.7726613879203796, 0.613594114780426]	[0.1296183168888092, 0.07897692918777466, 0.7625185251235962, 0.6289096474647522]
2024-10-15 19:24:28.038	[0.26407238841056824, -1.0026558637619019, 1.4918043613433838]	[0.2640027105808258, -1.0216039419174194, 1.1213953495025635]	[0.2822018563747406, -1.0227543115615845, 0.8819743394851685]	[0.28742942214012146, -0.8972604274749756, 0.1036389097571373]	[0.21145634353160858, -1.2199227809906006, 0.15760043263435364]	[0.4840626120567322, -0.6582363843917847, 1.1072089672088623]	[0.6205500364303589, -1.121193766593933, 1.0902976989746094]	[0.16002781689167023, -0.7788180708885193, 1.0589520931243896]	[0.3368561565876007, -1.2619051933288574, 1.0651865005493164]	[0.3075783848762512, -1.1499440670013428, 0.5077924728393555]	[0.2572194039821625, -0.9075114130973816, 0.5028748512268066]	[0.008479480631649494, 0.09852980822324753, 0.7953611612319946, 0.5980139374732971]	[-0.040171291679143906, -0.03015671670436859, 0.7938923239707947, 0.6059800982475281]	[-0.031238950788974762, -0.02163606695830822, 0.7839570045471191, 0.6196509599685669]	[-0.02898474410176277, 0.01972184330224991, 0.7010542154312134, 0.7122457027435303]	[-0.020924296230077744, -0.04097447544336319, 0.8620578050613403, 0.5047174692153931]	[-0.2301621437072754, -0.16387610137462616, 0.13515831530094147, 0.9496853351593018]	[0.141316756606102, -0.0008202795288525522, -0.960271418094635, 0.24064062535762787]	[-0.09292682260274887, -0.06903558224439621, 0.11260776221752167, 0.9868729114532471]	[0.025614704936742783, -0.12003890424966812, 0.9790352582931519, -0.16255584359169006]	[0.04347747564315796, 0.157015860080719, 0.7725018262863159, 0.6137561798095703]	[0.12968267500400543, 0.07908084243535995, 0.7624167203903198, 0.6290067434310913]
2024-10-15 19:24:28.050	[0.26432710886001587, -1.0024652481079102, 1.4917815923690796]	[0.2643279433250427, -1.0214250087738037, 1.1213502883911133]	[0.28250473737716675, -1.0226436853408813, 0.8819499015808105]	[0.28744015097618103, -0.8972783088684082, 0.10362361371517181]	[0.21146385371685028, -1.219910740852356, 0.15762284398078918]	[0.48467355966567993, -0.6582446694374084, 1.1072583198547363]	[0.6207447648048401, -1.1210355758666992, 1.0903531312942505]	[0.16057342290878296, -0.7785711288452148, 1.0588483810424805]	[0.336997926235199, -1.2616333961486816, 1.0651458501815796]	[0.3075912296772003, -1.1499431133270264, 0.5078155994415283]	[0.25739219784736633, -0.9075040817260742, 0.5028488636016846]	[0.00871383585035801, 0.09831435233354568, 0.7951010465621948, 0.5983917713165283]	[-0.04030751436948776, -0.030114511027932167, 0.7936840057373047, 0.6062458753585815]	[-0.03128625079989433, -0.02150806598365307, 0.7837467193603516, 0.6199191808700562]	[-0.02877136319875717, 0.019819064065814018, 0.7010449767112732, 0.7122607827186584]	[-0.020889511331915855, -0.04087836667895317, 0.862076461315155, 0.5046947002410889]	[-0.23017573356628418, -0.16411493718624115, 0.13476113975048065, 0.9496972560882568]	[0.14141340553760529, -0.0007409763056784868, -0.9603158235549927, 0.24040640890598297]	[-0.09292832016944885, -0.06917385756969452, 0.11218853294849396, 0.986910879611969]	[0.02546648681163788, -0.12017683684825897, 0.979049026966095, -0.16239507496356964]	[0.04346337914466858, 0.1570165455341339, 0.7723881006240845, 0.6139002442359924]	[0.12979115545749664, 0.07929318398237228, 0.7621538639068604, 0.6292760372161865]
2024-10-15 19:24:28.060	[0.264456570148468, -1.0023640394210815, 1.4917731285095215]	[0.2645173966884613, -1.0213229656219482, 1.121348261833191]	[0.2826940715312958, -1.022572636604309, 0.8819482326507568]	[0.2874513268470764, -0.8972940444946289, 0.1036139577627182]	[0.21147562563419342, -1.2198776006698608, 0.15761464834213257]	[0.48499181866645813, -0.6582847833633423, 1.107229471206665]	[0.6208418607711792, -1.1209536790847778, 1.090399146080017]	[0.16084535419940948, -0.7784773707389832, 1.0587804317474365]	[0.3370698392391205, -1.261488437652588, 1.0651376247406006]	[0.3075461983680725, -1.1499452590942383, 0.507830023765564]	[0.257503479719162, -0.907494068145752, 0.502833366394043]	[0.008790361694991589, 0.09818532317876816, 0.7949585914611816, 0.5986011624336243]	[-0.04039672389626503, -0.030124379321932793, 0.793566882610321, 0.6063928604125977]	[-0.03132136911153793, -0.021464111283421516, 0.7836155295372009, 0.6200845837593079]	[-0.028698617592453957, 0.019832290709018707, 0.7010056376457214, 0.7123020887374878]	[-0.02084917202591896, -0.040851037949323654, 0.8620597720146179, 0.5047271251678467]	[-0.2303820550441742, -0.1640857607126236, 0.13454441726207733, 0.9496830701828003]	[0.1414330154657364, -0.000625596905592829, -0.9603303670883179, 0.2403368353843689]	[-0.09309802949428558, -0.06927625834941864, 0.11196454614400864, 0.9869131445884705]	[0.025395885109901428, -0.12032623589038849, 0.9790490865707397, -0.16229486465454102]	[0.04341074451804161, 0.15693357586860657, 0.7723177075386047, 0.6140135526657104]	[0.12986062467098236, 0.07941974699497223, 0.7619885206222534, 0.6294460892677307]
2024-10-15 19:24:28.071	[0.26454877853393555, -1.002272367477417, 1.4917523860931396]	[0.26466599106788635, -1.021237850189209, 1.1213316917419434]	[0.2828660011291504, -1.0225106477737427, 0.881936252117157]	[0.2874593138694763, -0.8972960710525513, 0.10360103845596313]	[0.21149972081184387, -1.2198727130889893, 0.1576334834098816]	[0.4852658808231354, -0.658308207988739, 1.107277750968933]	[0.6209376454353333, -1.1208751201629639, 1.0904546976089478]	[0.1610877960920334, -0.7783711552619934, 1.05872642993927]	[0.3371445834636688, -1.2613482475280762, 1.0651085376739502]	[0.3076230585575104, -1.1499460935592651, 0.5078355073928833]	[0.2576020061969757, -0.9074850678443909, 0.5028135776519775]	[0.0088755302131176, 0.09810946136713028, 0.7948563694953918, 0.5987480282783508]	[-0.040489207953214645, -0.030153051018714905, 0.7934651970863342, 0.6065182089805603]	[-0.03138583526015282, -0.021462732926011086, 0.7834950089454651, 0.6202337145805359]	[-0.028661828488111496, 0.019852478057146072, 0.7010012865066528, 0.7123072743415833]	[-0.02079906314611435, -0.04082503169775009, 0.8620608448982239, 0.5047295689582825]	[-0.23046395182609558, -0.16418050229549408, 0.1343356817960739, 0.9496763944625854]	[0.14152304828166962, -0.0004518630157690495, -0.9603409171104431, 0.24024233222007751]	[-0.09315414726734161, -0.06942595541477203, 0.1117435097694397, 0.9869224429130554]	[0.025302931666374207, -0.12052233517169952, 0.9790409207344055, -0.1622130423784256]	[0.043430592864751816, 0.15698564052581787, 0.7721459865570068, 0.6142148971557617]	[0.12992574274539948, 0.07953326404094696, 0.761834979057312, 0.6296041011810303]
2024-10-15 19:24:28.082	[0.26467275619506836, -1.00216805934906, 1.491742491722107]	[0.26483339071273804, -1.021131157875061, 1.121326208114624]	[0.2830371558666229, -1.0224241018295288, 0.881925106048584]	[0.28747862577438354, -0.8973054885864258, 0.1035994440317154]	[0.21150809526443481, -1.2198617458343506, 0.1576402187347412]	[0.48553168773651123, -0.6583134531974792, 1.1073464155197144]	[0.6210343241691589, -1.120774745941162, 1.0905046463012695]	[0.16133816540241241, -0.7782790660858154, 1.0586652755737305]	[0.3372329771518707, -1.2612123489379883, 1.065091848373413]	[0.30766963958740234, -1.1499276161193848, 0.5078302621841431]	[0.25770509243011475, -0.907464861869812, 0.5027869939804077]	[0.008956040255725384, 0.09798189252614975, 0.7946994304656982, 0.5989758968353271]	[-0.040563661605119705, -0.03017658181488514, 0.7933378219604492, 0.6066789031028748]	[-0.03141222894191742, -0.021441426128149033, 0.7833470702171326, 0.620419979095459]	[-0.028694692999124527, 0.019839206710457802, 0.7009848952293396, 0.712322473526001]	[-0.020846731960773468, -0.040744394063949585, 0.8620945811271667, 0.5046764612197876]	[-0.23041921854019165, -0.1644734889268875, 0.13408997654914856, 0.9496711492538452]	[0.1416018307209015, -0.0003017192939296365, -0.9603382349014282, 0.24020715057849884]	[-0.09313105046749115, -0.06952938437461853, 0.11159970611333847, 0.9869335889816284]	[0.02523639425635338, -0.12068028748035431, 0.9790307879447937, -0.1621672511100769]	[0.04343513771891594, 0.15703602135181427, 0.7720205783843994, 0.6143593192100525]	[0.12997616827487946, 0.07966453582048416, 0.7616553902626038, 0.6297942399978638]
2024-10-15 19:24:28.093	[0.26477867364883423, -1.0020657777786255, 1.4917302131652832]	[0.2649988830089569, -1.021026849746704, 1.1212996244430542]	[0.28320732712745667, -1.022347092628479, 0.881902813911438]	[0.28748619556427, -0.8973075151443481, 0.10358327627182007]	[0.21150827407836914, -1.2198431491851807, 0.1576354205608368]	[0.48580101132392883, -0.6582916975021362, 1.1073763370513916]	[0.6211200952529907, -1.120659589767456, 1.090528964996338]	[0.16159145534038544, -0.7781699895858765, 1.0585932731628418]	[0.33732905983924866, -1.2611004114151, 1.0650715827941895]	[0.3076789081096649, -1.14992094039917, 0.5078253746032715]	[0.25781553983688354, -0.9074477553367615, 0.5027575492858887]	[0.008995178155601025, 0.09783078730106354, 0.7945877313613892, 0.5991482138633728]	[-0.040648043155670166, -0.03020545467734337, 0.7932042479515076, 0.6068463921546936]	[-0.031450822949409485, -0.021410387009382248, 0.7832056879997253, 0.6205975413322449]	[-0.028693867847323418, 0.019875543192029, 0.7009720802307129, 0.7123340964317322]	[-0.02085336670279503, -0.04069678112864494, 0.862089991569519, 0.5046878457069397]	[-0.23042580485343933, -0.16470776498317719, 0.13388006389141083, 0.9496585726737976]	[0.14161932468414307, -0.0001630030310479924, -0.9603177905082703, 0.24027827382087708]	[-0.09315349161624908, -0.06961734592914581, 0.11146531254053116, 0.9869404435157776]	[0.02519795298576355, -0.12082313746213913, 0.9790130853652954, -0.16217344999313354]	[0.04342262074351311, 0.1570398360490799, 0.7718938589096069, 0.614518404006958]	[0.13004839420318604, 0.07980010658502579, 0.7614580392837524, 0.6300008893013]
2024-10-15 19:24:28.103	[0.2648918330669403, -1.0019749402999878, 1.4917168617248535]	[0.26514557003974915, -1.0209238529205322, 1.1212873458862305]	[0.28336668014526367, -1.0222666263580322, 0.8818913102149963]	[0.28749361634254456, -0.8973100781440735, 0.10357242822647095]	[0.21152204275131226, -1.2198165655136108, 0.1576423943042755]	[0.48607680201530457, -0.6582804918289185, 1.1073402166366577]	[0.6212073564529419, -1.1205289363861084, 1.0905661582946777]	[0.16183628141880035, -0.7780773639678955, 1.0585566759109497]	[0.33743152022361755, -1.260976791381836, 1.0650534629821777]	[0.30771827697753906, -1.1499059200286865, 0.507827639579773]	[0.2579215168952942, -0.9074307680130005, 0.5027341246604919]	[0.009036519564688206, 0.09773006290197372, 0.7944127321243286, 0.5993961095809937]	[-0.04068947210907936, -0.0302337184548378, 0.793079137802124, 0.6070055961608887]	[-0.03149609640240669, -0.021396800875663757, 0.7830725908279419, 0.6207637190818787]	[-0.02868998423218727, 0.019922278821468353, 0.7009934186935425, 0.7123119831085205]	[-0.020817240700125694, -0.04061508551239967, 0.8620581030845642, 0.5047504305839539]	[-0.23067684471607208, -0.1647302210330963, 0.1337268054485321, 0.9496153593063354]	[0.14164185523986816, 6.73089234624058e-05, -0.9602932333946228, 0.24036355316638947]	[-0.09339728951454163, -0.06965510547161102, 0.11132247745990753, 0.9869308471679688]	[0.0251716710627079, -0.12105036526918411, 0.9789828658103943, -0.16219107806682587]	[0.04342101514339447, 0.1570606678724289, 0.771737813949585, 0.6147093176841736]	[0.1301085501909256, 0.07994084060192108, 0.7612892985343933, 0.6301745176315308]
2024-10-15 19:24:28.114	[0.2651154398918152, -1.0017964839935303, 1.4916921854019165]	[0.2654561996459961, -1.0207256078720093, 1.1212387084960938]	[0.2837211787700653, -1.022106647491455, 0.8818515539169312]	[0.2875072956085205, -0.8973296880722046, 0.1035659983754158]	[0.21154004335403442, -1.2197914123535156, 0.15765932202339172]	[0.4865642488002777, -0.6582398414611816, 1.1071983575820923]	[0.6212997436523438, -1.1203985214233398, 1.0905717611312866]	[0.16228421032428741, -0.7779274582862854, 1.058440923690796]	[0.3376515507698059, -1.2607005834579468, 1.0649890899658203]	[0.30782806873321533, -1.1498819589614868, 0.5078195333480835]	[0.2580348253250122, -0.9074181914329529, 0.502704381942749]	[0.009025007486343384, 0.09748253226280212, 0.7940333485603333, 0.5999389290809631]	[-0.04078789800405502, -0.03028780408203602, 0.7928298115730286, 0.6073219180107117]	[-0.03160934895277023, -0.021404506638646126, 0.7828170657157898, 0.6210797429084778]	[-0.028557388111948967, 0.01989211142063141, 0.7009727358818054, 0.7123384475708008]	[-0.020779158920049667, -0.040500544011592865, 0.8620428442955017, 0.5047872066497803]	[-0.23120611906051636, -0.16475284099578857, 0.13360042870044708, 0.949500560760498]	[0.14157292246818542, 0.0003664344549179077, -0.9602808356285095, 0.24045342206954956]	[-0.09391805529594421, -0.06971922516822815, 0.11108309775590897, 0.9869039058685303]	[0.025164052844047546, -0.12170930951833725, 0.9789049625396729, -0.16216892004013062]	[0.04347417503595352, 0.1571534126996994, 0.7715409398078918, 0.6149288415908813]	[0.13016659021377563, 0.08009281009435654, 0.7611330151557922, 0.6303320527076721]
2024-10-15 19:24:28.126	[0.265212744474411, -1.0017180442810059, 1.4916901588439941]	[0.26558610796928406, -1.0206387042999268, 1.121198296546936]	[0.28387781977653503, -1.0220286846160889, 0.8818182349205017]	[0.2875176966190338, -0.8973191976547241, 0.10356514155864716]	[0.2115655392408371, -1.2197556495666504, 0.1577138602733612]	[0.4868277907371521, -0.658237874507904, 1.1070815324783325]	[0.6215441823005676, -1.120131015777588, 1.0906094312667847]	[0.162507563829422, -0.7778418660163879, 1.0583646297454834]	[0.33778584003448486, -1.2605582475662231, 1.0649516582489014]	[0.3081328272819519, -1.1498059034347534, 0.507789134979248]	[0.25825732946395874, -0.9073521494865417, 0.5026556253433228]	[0.009042915888130665, 0.0973861962556839, 0.7937715649604797, 0.6003007292747498]	[-0.04083075746893883, -0.030291693285107613, 0.7926954627037048, 0.6074941158294678]	[-0.03166098892688751, -0.02143142931163311, 0.7826889753341675, 0.6212376356124878]	[-0.02864942140877247, 0.02003677561879158, 0.7009727358818054, 0.71233069896698]	[-0.020724857226014137, -0.04026106745004654, 0.8620709180831909, 0.5047607421875]	[-0.2313702404499054, -0.16469767689704895, 0.13343912363052368, 0.9494928121566772]	[0.14146335422992706, 0.0010432008421048522, -0.9602619409561157, 0.24059085547924042]	[-0.09407548606395721, -0.06967446208000183, 0.1109606996178627, 0.9869057536125183]	[0.025174707174301147, -0.12207286059856415, 0.9788597226142883, -0.16216740012168884]	[0.04365651682019234, 0.15746814012527466, 0.7711628079414368, 0.6153094172477722]	[0.13032039999961853, 0.0803743526339531, 0.7608322501182556, 0.630627453327179]
2024-10-15 19:24:28.137	[0.265212744474411, -1.0017180442810059, 1.4916901588439941]	[0.26558610796928406, -1.0206387042999268, 1.121198296546936]	[0.28387781977653503, -1.0220286846160889, 0.8818182349205017]	[0.2875176966190338, -0.8973191976547241, 0.10356514155864716]	[0.2115655392408371, -1.2197556495666504, 0.1577138602733612]	[0.4868277907371521, -0.658237874507904, 1.1070815324783325]	[0.6215441823005676, -1.120131015777588, 1.0906094312667847]	[0.162507563829422, -0.7778418660163879, 1.0583646297454834]	[0.33778584003448486, -1.2605582475662231, 1.0649516582489014]	[0.3081328272819519, -1.1498059034347534, 0.507789134979248]	[0.25825732946395874, -0.9073521494865417, 0.5026556253433228]	[0.009042915888130665, 0.0973861962556839, 0.7937715649604797, 0.6003007292747498]	[-0.04083075746893883, -0.030291693285107613, 0.7926954627037048, 0.6074941158294678]	[-0.03166098892688751, -0.02143142931163311, 0.7826889753341675, 0.6212376356124878]	[-0.02864942140877247, 0.02003677561879158, 0.7009727358818054, 0.71233069896698]	[-0.020724857226014137, -0.04026106745004654, 0.8620709180831909, 0.5047607421875]	[-0.2313702404499054, -0.16469767689704895, 0.13343912363052368, 0.9494928121566772]	[0.14146335422992706, 0.0010432008421048522, -0.9602619409561157, 0.24059085547924042]	[-0.09407548606395721, -0.06967446208000183, 0.1109606996178627, 0.9869057536125183]	[0.025174707174301147, -0.12207286059856415, 0.9788597226142883, -0.16216740012168884]	[0.04365651682019234, 0.15746814012527466, 0.7711628079414368, 0.6153094172477722]	[0.13032039999961853, 0.0803743526339531, 0.7608322501182556, 0.630627453327179]
